fold,unique_id,slice,origin_timestamp,target_timestamp,horizon,y,y_scaled,id_institution,id_institution_subnet,origin_hour,origin_dayofweek,origin_is_weekend,target_hour,target_dayofweek,target_is_weekend,lag_1,lag_2,lag_3,lag_6,lag_12,lag_36,lag_144,lag_1008,lag_1_scaled,lag_2_scaled,lag_3_scaled,lag_6_scaled,lag_12_scaled,lag_36_scaled,lag_144_scaled,lag_1008_scaled
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 17:50:00,12,227419.0,3.5477169563879922,0,0,15,2,0,17,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 18:00:00,13,57861.0,3.1018062830849087,0,0,15,2,0,18,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 18:10:00,14,196.0,1.2505110373495574,0,0,15,2,0,18,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 18:20:00,15,0.0,-0.4706638783946087,0,0,15,2,0,18,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 18:30:00,16,0.0,-0.4706638783946087,0,0,15,2,0,18,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 18:40:00,17,0.0,-0.4706638783946087,0,0,15,2,0,18,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 18:50:00,18,63073.0,3.129904292302058,0,0,15,2,0,18,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 19:00:00,19,0.0,-0.4706638783946087,0,0,15,2,0,19,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 19:10:00,20,0.0,-0.4706638783946087,0,0,15,2,0,19,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 19:20:00,21,18076.0,2.7227843480539278,0,0,15,2,0,19,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 19:30:00,22,0.0,-0.4706638783946087,0,0,15,2,0,19,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 19:40:00,23,0.0,-0.4706638783946087,0,0,15,2,0,19,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 19:50:00,24,0.0,-0.4706638783946087,0,0,15,2,0,19,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 20:00:00,25,28308.0,2.868910588962679,0,0,15,2,0,20,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 20:10:00,26,0.0,-0.4706638783946087,0,0,15,2,0,20,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 20:20:00,27,9109.0,2.4995361756174366,0,0,15,2,0,20,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 20:30:00,28,0.0,-0.4706638783946087,0,0,15,2,0,20,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 20:40:00,29,0.0,-0.4706638783946087,0,0,15,2,0,20,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 20:50:00,30,0.0,-0.4706638783946087,0,0,15,2,0,20,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 21:00:00,31,0.0,-0.4706638783946087,0,0,15,2,0,21,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 21:10:00,32,0.0,-0.4706638783946087,0,0,15,2,0,21,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 21:20:00,33,0.0,-0.4706638783946087,0,0,15,2,0,21,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 21:30:00,34,312.0,1.4013481241955899,0,0,15,2,0,21,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 21:40:00,35,0.0,-0.4706638783946087,0,0,15,2,0,21,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC,URLLC,2024-07-10 15:50:00,2024-07-10 21:50:00,36,136.0,1.1321794322679415,0,0,15,2,0,21,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087,-0.4706638783946087
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 16:00:00,1,25927.0,-0.3566967917716336,0,0,15,2,0,16,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 16:10:00,2,30434.0,-0.14955768368510666,0,0,15,2,0,16,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 16:20:00,3,40034.0,0.20477873495379154,0,0,15,2,0,16,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 16:30:00,4,828377.0,4.120504478414987,0,0,15,2,0,16,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 16:40:00,5,33346.0,-0.031461551240770574,0,0,15,2,0,16,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 16:50:00,6,33724.0,-0.016893698110310613,0,0,15,2,0,16,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 17:00:00,7,37568.0,0.122612077526152,0,0,15,2,0,17,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 17:10:00,8,38792.0,0.16404845058680478,0,0,15,2,0,17,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 17:20:00,9,30819.0,-0.13331097784441395,0,0,15,2,0,17,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 17:30:00,10,32726.0,-0.055717275699026646,0,0,15,2,0,17,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 17:40:00,11,35813.0,0.06078127386796505,0,0,15,2,0,17,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 17:50:00,12,21318.0,-0.6096593316790456,0,0,15,2,0,17,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 18:00:00,13,28370.0,-0.24032027732901773,0,0,15,2,0,18,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 18:10:00,14,1132078.0,4.524187115914804,0,0,15,2,0,18,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 18:20:00,15,31414.0,-0.10859738328374248,0,0,15,2,0,18,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 18:30:00,16,30572.0,-0.14371067885874264,0,0,15,2,0,18,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 18:40:00,17,1241424.0,4.643355452344355,0,0,15,2,0,18,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 18:50:00,18,26060.0,-0.35008405039864354,0,0,15,2,0,18,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 19:00:00,19,30700.0,-0.13831091481957805,0,0,15,2,0,19,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 19:10:00,20,127236.0,1.6992238617346591,0,0,15,2,0,19,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 19:20:00,21,29670.0,-0.18241554827092568,0,0,15,2,0,19,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 19:30:00,22,30681.0,-0.1391110178546988,0,0,15,2,0,19,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 19:40:00,23,35452.0,0.0476875598217136,0,0,15,2,0,19,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 19:50:00,24,33886.0,-0.010700250390499903,0,0,15,2,0,19,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 20:00:00,25,30922.0,-0.12899886305508748,0,0,15,2,0,20,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 20:10:00,26,33812.0,-0.013525674437845353,0,0,15,2,0,20,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 20:20:00,27,54269.0,0.5979616463532921,0,0,15,2,0,20,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 20:30:00,28,30608.0,-0.14218971359947233,0,0,15,2,0,20,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 20:40:00,29,47530770.0,9.354451274101725,0,0,15,2,0,20,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 20:50:00,30,136193.0,1.7871470750597058,0,0,15,2,0,20,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 21:00:00,31,29208.0,-0.20269814240864917,0,0,15,2,0,21,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
0,subnet_0__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-07-10 15:50:00,2024-07-10 21:10:00,32,25810625.0,8.565298936111576,0,0,15,2,0,21,2,0,30934.0,96095.0,35064.0,33503.0,20898.0,38001.0,31277.0,31413.0,-0.12849741518566402,1.3364310235085832,0.033465040422702534,-0.025390932533469086,-0.6353755068840617,0.13742285623288125,-0.11424600666416765,-0.10863852479737551
