fold,unique_id,slice,train_start,train_end,mean,std,transform
0,subnet_136__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.6275653635979973,2.5915603045368334,log1p_zscore
0,subnet_136__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,4.14145397551436,5.802423331984817,log1p_zscore
0,subnet_136__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,2.10266535069957,3.545081282937699,log1p_zscore
0,subnet_13__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.005004202493427364,0.15958160140098157,log1p_zscore
0,subnet_13__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0,1.0,log1p_zscore
0,subnet_13__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,0.025889504499454916,0.5862965702347294,log1p_zscore
0,subnet_13__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.07850814105633473,0.7379724249725235,log1p_zscore
0,subnet_146__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.6342900569787792,1.7768968513027341,log1p_zscore
0,subnet_146__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.2059897674568333,1.129760159965688,log1p_zscore
0,subnet_146__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0,1.0,log1p_zscore
0,subnet_146__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,3.36522783361399,2.592790872979559,log1p_zscore
0,subnet_147__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,3.1754327484568794,4.634201056993402,log1p_zscore
0,subnet_147__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,1.8780620566204338,3.971284468704244,log1p_zscore
0,subnet_147__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,5.399514982367593,5.640562230065829,log1p_zscore
0,subnet_147__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.049720350066464115,0.6447203353103547,log1p_zscore
0,subnet_148__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0169154132137851,0.30988562141040865,log1p_zscore
0,subnet_148__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.015656386059416456,0.28662822580551867,log1p_zscore
0,subnet_148__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,3.946735318704489,5.266130620395137,log1p_zscore
0,subnet_148__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.5481504883559893,2.184075729366113,log1p_zscore
0,subnet_14__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.04672389210427322,0.4938892933407129,log1p_zscore
0,subnet_14__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0028942513576699427,0.12991932961099065,log1p_zscore
0,subnet_14__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,0.9316149932831768,2.8810101174923797,log1p_zscore
0,subnet_14__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,6.67633163321889,3.4735107427919885,log1p_zscore
0,subnet_158__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.4689948730505729,1.8652455170379212,log1p_zscore
0,subnet_158__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.3463603522789662,1.6001388450113962,log1p_zscore
0,subnet_158__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,3.143284285998822,4.968915213234469,log1p_zscore
0,subnet_158__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,3.940636896154112,4.371098381853647,log1p_zscore
0,subnet_163__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0,1.0,log1p_zscore
0,subnet_163__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,10.3251379355005,0.2417780156831725,log1p_zscore
0,subnet_163__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0,1.0,log1p_zscore
0,subnet_163__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0,1.0,log1p_zscore
0,subnet_164__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.15531202396060614,0.8836122041399022,log1p_zscore
0,subnet_164__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.1511089968683117,0.8999959181174437,log1p_zscore
0,subnet_164__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0,1.0,log1p_zscore
0,subnet_164__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.01630001115340482,0.2985951774978459,log1p_zscore
0,subnet_171__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.4506439966614842,2.7752023532109744,log1p_zscore
0,subnet_171__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.556460194727489,3.129982406207598,log1p_zscore
0,subnet_171__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,16.353344690401972,4.144579937100482,log1p_zscore
0,subnet_178__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.010773733596113076,0.24253919784408928,log1p_zscore
0,subnet_178__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0031804654105703854,0.1427671210716488,log1p_zscore
0,subnet_178__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0,1.0,log1p_zscore
0,subnet_178__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.1466930839590783,0.9167864969606775,log1p_zscore
0,subnet_179__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.045802901784878135,0.4982977500712515,log1p_zscore
0,subnet_179__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.003300031264560192,0.148134282964328,log1p_zscore
0,subnet_179__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0,1.0,log1p_zscore
0,subnet_179__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.36579328768875224,1.2976083806278935,log1p_zscore
0,subnet_17__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,9.331753169718496,3.1799137888627187,log1p_zscore
0,subnet_17__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,15.413733951013953,0.7727633966759674,log1p_zscore
0,subnet_17__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,12.356049653356271,3.777350663626172,log1p_zscore
0,subnet_17__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,8.005426956381617,2.470425403892819,log1p_zscore
0,subnet_181__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0,1.0,log1p_zscore
0,subnet_181__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0,1.0,log1p_zscore
0,subnet_181__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0,1.0,log1p_zscore
0,subnet_181__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0025445926165293025,0.1142235853138585,log1p_zscore
0,subnet_200__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,7.90438475551814,2.49344616344998,log1p_zscore
0,subnet_200__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,10.491835668907036,2.240651837685811,log1p_zscore
0,subnet_200__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,13.429610156697029,1.7801023001268759,log1p_zscore
0,subnet_200__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,8.581424596392326,1.2802667455041623,log1p_zscore
0,subnet_202__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,7.422375729179413,3.124770854210353,log1p_zscore
0,subnet_202__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,11.467016775027346,1.0365306804212282,log1p_zscore
0,subnet_202__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,13.498897087127453,1.3218812145931658,log1p_zscore
0,subnet_202__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,8.953968177811634,1.1157369732359432,log1p_zscore
0,subnet_206__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0,1.0,log1p_zscore
0,subnet_206__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0,1.0,log1p_zscore
0,subnet_206__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0,1.0,log1p_zscore
0,subnet_206__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0,1.0,log1p_zscore
0,subnet_211__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.011645634190505136,0.2625916998764077,log1p_zscore
0,subnet_211__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.002511207853684011,0.11272498499478537,log1p_zscore
0,subnet_211__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,11.736603752810954,3.5889941829351524,log1p_zscore
0,subnet_211__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.9608360474587688,2.7294070326757853,log1p_zscore
0,subnet_235__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,2.349532965606976,3.3036258681013293,log1p_zscore
0,subnet_235__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,2.561963773450191,3.281301707778968,log1p_zscore
0,subnet_235__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,6.757264035648459,5.9342935728622415,log1p_zscore
0,subnet_235__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,7.5880848578491396,1.488287553318499,log1p_zscore
0,subnet_236__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,5.622341205141006,4.5100660192927755,log1p_zscore
0,subnet_236__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,7.265560791615734,4.893425192150382,log1p_zscore
0,subnet_236__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,11.742089999368899,4.5649661315732315,log1p_zscore
0,subnet_236__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,7.730821761752676,2.609614097439144,log1p_zscore
0,subnet_238__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,3.232694424875967,3.7863921769666526,log1p_zscore
0,subnet_238__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,2.0610319026858757,4.256574182637102,log1p_zscore
0,subnet_238__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,5.580861092649429,5.952126638445252,log1p_zscore
0,subnet_238__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,8.063694129259392,1.2228327988788021,log1p_zscore
0,subnet_241__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,5.678216495501697,3.558759810514589,log1p_zscore
0,subnet_241__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,8.354355328468774,2.1797689083105265,log1p_zscore
0,subnet_241__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,12.599505538498006,1.9682643939113422,log1p_zscore
0,subnet_241__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,7.184996910514075,2.1258897680025792,log1p_zscore
0,subnet_242__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,5.181336513576257,3.1482393455159587,log1p_zscore
0,subnet_242__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,6.068446767032771,3.615173934655298,log1p_zscore
0,subnet_242__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,6.397151595593147,5.5883701582082335,log1p_zscore
0,subnet_242__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,7.471186644324213,2.4962034553409485,log1p_zscore
0,subnet_244__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.006142531731819517,0.19899541249654687,log1p_zscore
0,subnet_244__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0,1.0,log1p_zscore
0,subnet_244__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,0.01725537712742055,0.4528537023640349,log1p_zscore
0,subnet_244__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.5458964055134252,1.958562016991625,log1p_zscore
0,subnet_249__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,20.58681923085436,0.44226404808331976,log1p_zscore
0,subnet_250__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,1.4592904592628093,3.4838825389192216,log1p_zscore
0,subnet_250__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,1.3694258557387609,3.9044329014140744,log1p_zscore
0,subnet_250__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,10.00813640997202,4.415918725500884,log1p_zscore
0,subnet_250__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,8.61428276611143,1.9792457722140266,log1p_zscore
0,subnet_261__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,1.8984452877632778,2.7347230481494313,log1p_zscore
0,subnet_261__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,3.66589685975668,3.166824572916048,log1p_zscore
0,subnet_261__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,0.03941258091124118,0.6256678483258067,log1p_zscore
0,subnet_261__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.22703052918877217,1.1484630507916158,log1p_zscore
0,subnet_263__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,4.18571471074085,3.79686954899095,log1p_zscore
0,subnet_263__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,14.55065718251907,2.717017344936795,log1p_zscore
0,subnet_263__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,5.484471184491393,5.85917163570323,log1p_zscore
0,subnet_263__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,4.43408547152531,3.819470838022489,log1p_zscore
0,subnet_271__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0828754417252748,0.7688974239852552,log1p_zscore
0,subnet_271__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.02143446264402906,0.37141062232569705,log1p_zscore
0,subnet_271__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,3.4066193064711343,4.827134667219789,log1p_zscore
0,subnet_271__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,3.441681655272624,4.012421857257002,log1p_zscore
0,subnet_272__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.03831552274957103,0.6506101977721378,log1p_zscore
0,subnet_272__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.03900465719637653,0.6731831913717171,log1p_zscore
0,subnet_272__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,0.29268725627953324,1.8990791489092367,log1p_zscore
0,subnet_272__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.009208841498465238,0.24782130433303717,log1p_zscore
0,subnet_273__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.025465018371939173,0.3844321134785881,log1p_zscore
0,subnet_273__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.010937400512920884,0.24731451250603056,log1p_zscore
0,subnet_273__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,0.5166946716135942,2.4454657455549724,log1p_zscore
0,subnet_273__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.16838513344015651,1.1747038535467038,log1p_zscore
0,subnet_278__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.26135445463245727,1.4222826350220499,log1p_zscore
0,subnet_278__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0,1.0,log1p_zscore
0,subnet_278__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,6.381480364584869,4.359551559770937,log1p_zscore
0,subnet_278__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,1.9198763038766746,3.3537874618177272,log1p_zscore
0,subnet_281__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.31780964470112605,1.4110040187178179,log1p_zscore
0,subnet_281__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,6.884383754478783,1.7694688946644226,log1p_zscore
0,subnet_281__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0,1.0,log1p_zscore
0,subnet_281__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.008107895257996173,0.21011949031929553,log1p_zscore
0,subnet_302__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.022858289029635707,0.4326358134373397,log1p_zscore
0,subnet_302__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.04915596000423421,0.740059561964902,log1p_zscore
0,subnet_302__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,0.1818207361985786,1.4503950631936209,log1p_zscore
0,subnet_302__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.15897280426858182,1.1004355131464005,log1p_zscore
0,subnet_310__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.7435610821956838,1.9456308492105279,log1p_zscore
0,subnet_310__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.44892053589338576,1.6344274549909623,log1p_zscore
0,subnet_310__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,1.4893018366616382,3.524685297694027,log1p_zscore
0,subnet_310__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,3.313266363871175,3.4993423738780987,log1p_zscore
0,subnet_316__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.27943562313089587,1.7578435027453991,log1p_zscore
0,subnet_316__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.2046343707553739,1.4871462744853758,log1p_zscore
0,subnet_316__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,2.836396159533397,4.915278060714234,log1p_zscore
0,subnet_316__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,3.688802406277695,4.3440125313941795,log1p_zscore
0,subnet_322__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.3338172554696654,1.3153550754843217,log1p_zscore
0,subnet_322__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.07016107142696752,0.6565037481334687,log1p_zscore
0,subnet_322__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,0.0,1.0,log1p_zscore
0,subnet_322__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,3.286071636205235,2.5637082660010937,log1p_zscore
0,subnet_324__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.26076634324467657,1.774062811387689,log1p_zscore
0,subnet_324__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.01255277572123904,0.3563300500209451,log1p_zscore
0,subnet_324__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,12.496762330976612,2.195682091632664,log1p_zscore
0,subnet_324__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.009084932986869477,0.2897669140283905,log1p_zscore
0,subnet_32__URLLC,URLLC,2024-06-26 16:00:00,2024-07-10 15:50:00,0.3910104300765419,1.4472450035006295,log1p_zscore
0,subnet_32__URLLC_eMBB_MIX,URLLC_eMBB_MIX,2024-06-26 16:00:00,2024-07-10 15:50:00,0.13689451212071757,0.9048531500868885,log1p_zscore
0,subnet_32__eMBB,eMBB,2024-06-26 16:00:00,2024-07-10 15:50:00,6.194365784708729,5.930317557309963,log1p_zscore
0,subnet_32__mMTC,mMTC,2024-06-26 16:00:00,2024-07-10 15:50:00,2.1972243156767832,3.343444760909946,log1p_zscore
